fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,free_total_SO2_ratio,acid_ratio,sulphate_alcohol,is_red,quality,quality_label_enc
0.13733237255593947,2.210810844216298,-2.223143890686106,-0.705627080215014,0.7120007949976916,-1.1178944053082975,-1.4160841866560683,1.150401136521779,1.8171096580644535,0.19095415320534886,-0.9908994303794345,0.2904985036761565,-1.3942471336976408,-0.2237562200844519,1.6944326103748923,5,1
0.4473578361602843,3.32216151659274,-2.223143890686106,-0.5438899167961561,1.4781867451982713,-0.2852584615605822,-0.8266061275626223,0.8010702961247028,-0.16273468496412172,1.0494409940947464,-0.6483496004904793,0.6892928857144379,-1.5583049211867852,0.63957575280187,1.6944326103748923,5,1
0.4473578361602843,2.581261068341779,-1.9426214775285708,-0.6132058439756667,1.2692269405981131,-0.8799984213803789,-1.0588247569024647,0.8709364642041103,0.22046099433172953,0.8348192838723969,-0.6483496004904793,-0.07731768595035975,-1.4238608605543146,0.45827603849574255,1.6944326103748923,5,1
3.0825742767972186,-0.3823407246620645,1.7041698935193927,-0.705627080215014,0.6771741608976652,-0.7610504294164195,-0.9516469279763836,1.2202673046011865,-0.4181984711613578,0.3340352933535811,-0.6483496004904793,-0.03265428383704386,1.4327827330090976,0.03524337178144417,1.6944326103748923,6,1
0.13733237255593947,1.9638440281326452,-2.223143890686106,-0.7287323892748507,0.6771741608976652,-0.9989464133443382,-1.308906357729987,1.150401136521779,1.8171096580644535,0.19095415320534886,-0.9908994303794345,0.30232117922317164,-1.3326994718893326,-0.2237562200844519,1.6944326103748923,5,1
0.5248642020613711,1.5933938040071645,-1.8023602709498028,-0.7749430073945244,0.46821435629750746,-0.8799984213803789,-0.9695098994640637,0.661337959965849,0.4759247805289656,-0.5244515475358161,-0.9908994303794345,-0.2665693687389172,-1.1449374405279436,-0.8034219733081256,1.6944326103748923,5,1
0.05982600665485275,1.9021023241117316,-2.223143890686106,-0.8673642436338717,0.328907819897402,-0.8799984213803789,-1.6483028159959106,0.03254244725114282,1.0507182994727482,-0.4529109774617,-0.47707468554600235,3.4319491244143263,-1.3309080864427878,-0.5715556720186571,1.6944326103748923,7,2
0.4473578361602843,1.4699103959653375,-2.0828826841073385,-0.6825217711551771,0.6075208926976124,-1.2368423972722569,-1.7018917304589511,0.8010702961247028,0.8591204598248197,0.2624947232794646,-0.9052619729071961,1.7092180809759026,-1.1178849024077733,-0.13063970015171408,1.6944326103748923,7,2
0.2148387384570255,0.9759767637980304,0.30155782773171425,0.26479590029813266,0.5378676244975598,-0.7610504294164195,-0.20140212549381611,1.150401136521779,0.7952545132755121,1.9079278349841442,-0.048887398184808674,-0.970585632175779,-0.9688198933972103,1.7101073991809093,1.6944326103748923,5,1
-0.4052121887516648,1.4699103959653375,-1.662099064371035,-0.7287323892748507,1.443360111098245,-0.8799984213803789,-0.8623320705379827,0.48667253976733027,0.34819288743034754,0.047873013057115776,-1.1621743453239128,-0.45523873924862757,-1.300075954818074,-0.40628926578041785,1.6944326103748923,5,1
